Λήμμα,Επεξήγηση,Άρθρο
Ντέμπλα,Ραβδί για το ράβδισμα της ελιάς.,sing.F
Ντέμπολος,Αραιός – Αδύνατος,sing.M
Ντένω,Σκοντάφτω –πιάνομαι από κάπου.,null
Νταβάς,Πήλινο τσουκάλι.,sing.M
Νταβούλι,Μικρό πήλινο σκεύος μαγειρικής.,sing.N
Ντακάπο,Απ’την αρχή.,null
Ντακόρδου,Σύμφωνοι,null
Νταλίριο,Ανατριχίλες,sing.N
Νταλε κουάλε,Παρόμοιο – Ίδιο με κάποιο άλλο.,null
Νταλπάρου,Πέσαμε πρόσωπο με πρόσωπο.,null
Ντανάρι,Το καρό της τράπουλας.,sing.N
Νταραβέρι,Δοσοληψία,sing.N
Ντασκέτο,Μικρό δερμάτινο τσαντάκι.,sing.N
Νταϊέλα,Τα ίδια.,null
Ντεκότο,Ρόφημα,sing.N
Ντελέκος,Μεγαλόσωμος,sing.M
Ντελίνι,Ψηλός,sing.N
Ντελικάτος,"Λεπτός, Ευπαθής.",sing.M
Ντεμέλα,Μαξιλαροθήκη,sing.F
Ντεντελίζω,Τρέμω,null
Ντεπίρω,Περιποιούμαι ασθενή.,
Ντεπόζιτο,Εσοχή σε τοίχο για τοποθέτηση εικόνας.,sing.N
Ντερίνα,Σουπιέρα,sing.F
Ντεστέζα,Σε έκταση - σε μάκρος.,null
Ντεστιέρα,Κάγκελο κρεβατιού.,sing.F
Ντεφεντάδος,Αρρωστιάρης – Έτοιμος να καταρρεύσει.,sing.M
Ντζάνα,Σειρά,sing.F
Ντζάξεις (μην),Μη μιλήσεις.,null
Ντζάχτι (κάμε),Κάνε γρήγορα.,null
Ντζέρα,Όψη,sing.F
Ντζία,Θεία,sing.F
Ντζαντζαμίνια,Ζουμπούλια,plur.N
Ντζαρεύω,Παίζω,null
Ντζιντζιλόμος,Εκλεκτικός και ψηλομύτης.,sing.M
Ντζορνάδα,Μεροκάματο,sing.F
Ντιέτα,Δίαιτα,sing.F
Ντιζόρντινο,Ακαταστασία,sing.N
Ντινέρι,Το καρό της βενετσιάνικης τράπουλας.,sing.N
Ντισκάτζια,Δυστύχημα,sing.F
Ντιφέτο,Το ελαττωματικό.,sing.N
Ντολτζέτσα,Κολακεία,sing.F
Ντολτσέτσα,Ερωτική συνομιλία.,sing.F
Ντομενικάλε,Αρχοντικό εκτός πόλεως.,sing.N
Ντορτσόνι,Μεγάλο κερί.,sing.N
Ντουάνα,Τελωνείο,sing.F
Ντουκάλι,Διάταγμα,sing.N
Ντουκάρω,Αποκοιμιέμαι,null
Ντουράρω,Δυναμώνω,null
Ντουράρω,Συγκρατώ,null
Ντούγκουε,Λοιπόν,null
Ντράβαλα,Επακόλουθα – Μπλεξίματα.,plur.N
Ντράλος,Το γλωσσίδι της καμπάνας.,sing.M
Ντρέτα,Ευθεία,null
Ντρίλινο,Είδος υφάσματος για χονδροκομμένα ρούχα.,sing.N
Ντρίτα (Μιλώ),Μιλώ ευθέως - Χωρίς υπεκφυγές.,null
Ντρίτα λινιά,Ευθεία γραμμή,null
Ντρετζαδούρος,Ξύλινο ταβάνι πάνω από την εσωτερική σκάλα του σπιτιού.,sing.M
Ντριμώνω,Κρύβω,null
Ντρομάω,Τολμώ,null
Ντρουβάς,Τσάντα για ψώνια.,sing.M
Ντρουβάς,Τσάντα για ψώνια.,sing.M
Ντρουβιό,Ελαιοτριβείο,sing.N
Ντρουγιά,Λειτουργία Εκκλησιαστική.,sing.F
Ντόλτσε,Γλυκό.,sing.N
Ντόλτσε,Ράτσα γλυκών πορτοκαλιών.,sing.N
Ντόμερος,Κτηματίας,sing.M
Ντόμος,Η καθολική Μητροπολιτική εκκλησία στην πλατεία Δημαρχείου.,sing.M
Ντόντολος,Όρχις,sing.M
Ντόπιος,Διπλός,sing.M
Νυχιά (μια),Πολύ λίγο (Όσο ένα νύχι).,null
Νόβερος,Νούμερο,sing.M
Νόθα,Μούχλα,sing.F
Νόμι,Το μικρό όνομα.,sing.N
Νόμπιλος,Ευγενής,sing.M
Νόνα,Βαθύς ύπνος.,sing.F
Νόνα,"Γιαγιά
",sing.F
Νόνος,Παππούς,sing.M
Νόντσολος,Νεωκόρος,sing.M
Νότα,Έγγραφη υπόμνηση.,sing.F
Νότισε,Μούσκεψε – Έβγαλε υγρασία ( Νοτιάς υγρός καιρός).,null
Νότσινος,Καρυδένιος,sing.M
Ξάγκλα,Ξύλινη τσουγκράνα διχαλωτή.,sing.F
Ξάι,Φόρος,sing.N
Ξάφοδο,Ξέφωτο,sing.N
Ξέκαμπο,Ανοιχτό μέρος σε λιβάδι.,sing.N
Ξέντενα,Τσατσάρα,sing.F
Ξέστα,"Μονάδα ογκομέτρησης υγρών (ιση με 16,600 κιλά).",sing.F
Ξέφλιο,Ξεφλούδισμα – Τσόφλι.,sing.N
Ξέχωρο,Μικρός κατοικήσιμος χώρος δίπλα στο σπίτι.,sing.N
Ξήστρωτο,"Άγριο, Ανυπάκουο.",sing.N
Ξίσκεπος,Ξεσκέπαστος,sing.M
Ξαγλίστρημα,Γλύστρημα,sing.N
Ξαγνάντιο,Τοποθεσία με θέα στη γύρω περιοχή.,sing.N
Ξαγορά,Εξομολόγηση,sing.F
Ξακλουθώντας,Ακολουθώντας,null
Ξαλλάζω,Αλλάζω ρούχα.,null
Ξανεμίζω,Διώχνω (πχ τον καπνό κουνώντας κάτι στον αέρα).,null
Ξανεμιά,Μέρος εκτεθειμένο στους αέρηδες.,sing.F
Ξαπόστα,Επίτηδες,null
Ξατρέχω,Κυνηγάω κάποιον.,null
Ξατρεχαρίκια,Τρεχάματα,plur.N
Ξαφνικό,Αναπάντεχο,sing.N
Ξαφνολόιμα,Ξάφνιασμα,sing.N
Ξεβασκαίνω,Διώχνω την βασκανία.,null
Ξεδάβλιστρο,Σιδερένιο εργαλείο του τζακιού.,sing.N
Ξεζορκιάζωμαι,Ξεγυμνώνομαι,null
Ξεκέντι (στο),Στο τέλος.,null
Ξεκοπή,Εργασία με το κομμάτι.,sing.F
Ξεκουπώνω,Ξεσκεπάζω,null
Ξελέστατη,"Ανυπότακτη, απελευθερωμένη γυναίκα.",sing.F
Ξελέστατος,Ανήσυχος,sing.M
Ξελεχωνιάζω,Βοηθάω την λεχώνα.,null
Ξελιμπάρω,Ελαφρώνω από κάποιο βάρος.,null
Ξελογγιάζω,Καθαρίζω το λόγγο.,null
Ξελώλωσα,Είμαι αφηρημένος.,null
Ξεμάτωμα,Αιμορραγία,sing.N
Ξεμαγναδιασμένα,Καθαρά,plur.N
Ξεμεσκλήστικα,Διαμελίστηκα,null
Ξεμεσκλίζω,Διαμελίζω,null
Ξεμουτρίζω,Σπάω κάποιου τα μούτρα.,null
Ξεμπουρίζω,Διώχνω,null
Ξενοτάρω,Τελειώνω μία εργασία.,null
Ξενοτικός,Ο ξένος.,sing.M
Ξενοχωρίτης,Κάποιος από άλλο χωριό.,sing.M
Ξεντένω,Η αχτένιστη γυναίκα.,sing.F
Ξεντερίζομαι,Εξαντλούμαι από την ευκοιλιότητα.,null
Ξεντεριάζω,Βγάζω τα άντερα και ξεκλωνίζω.,null
Ξεντερλικώνομαι,Γδύνομαι,null
Ξεπάγκισμα,Καταξοδεύομαι,sing.N
Ξεπεταχτή,Είδος λαγάνας.,sing.F
Ξεπιτούτου,Επίτηδες,null
Ξεπύρησε,Ξεχύλισε,null
Ξερίχι,Ποικιλία σταφυλιού του όρους.,sing.N
Ξεραγκάδα,Ξερόκλαδο,sing.F
Ξεραθύμησα,Απόλαυσα,null
Ξεροποδιά,Ποικιλία σταφυλιού.,sing.F
Ξερόλι,Ασθενικό ελαιόδενδρο.,sing.N
Ξεσκλίζω,Διαμελίζω,
Ξεσκλίζω,Βγάζω τις σκελίδες,
Ξεσποντάρω,"Ξεμυτίζω, εμφανίζομαι.",null
Ξεσπορίζω,Βγάζω τους σπόρους.,null
Ξεσπούρδισε,Μεγάλωσε γρήγορα (σαν ένα είδος κολοκυθιάς ονομ. Σπούρδα).,null
Ξεστί,"Μισή ξέστα (8,300 κιλά).",sing.N
Ξεσυνερίζωμαι,Ανταγωνίζομαι κάποιον.,null
Ξεσφάλι,Κομμάτι λόγγου που καθαρίστηκε και καλλιεργήθηκε.,sing.N
Ξεσφαλίζω,Καθαρίζω ένα λόγγο και τον μετατρέπω σε καλλιεργήσιμη έκταση.,null
Ξεταραγγιάζω,Αφαιρώ το κατακάθι.,null
Ξετιμώνω,Εκτιμώ,null
Ξετουρλωμένη,Γυναίκα που φέρεται απρεπώς.,sing.F
Ξετσούρδωσε,Ξεπετάχτηκε,null
Ξεφλίζω,Ξεφλουδίζω,null
Ξεχάζω,Συζυγική απάτη.,null
Ξεχάραξε (η κότα),Άρχισε να ξαναγεννάει αυγά η κότα.,null
Ξεχασμένος,Απατημένος,sing.M
Ξεχυτή,Στέγαστρο ως προέκταση του σπιτιού.,sing.F
Ξεϊνταγάρω,Ξεμπερδεύω,null
Ξιάδετος,Ακάλυπτος – Ξεσκέπαστος.,sing.M
Ξιγιάδετη,Ξεδιάντροπη,sing.F
Ξινίτας,Ξινισμένο κρασί.,sing.M
Ξιπορίζω,Βγάζω τους σπόρους (πχ. του καλαμποκιού).,null
Ξομπλιάζω,Ζαλίζω κάποιον με την πολυλογία μου.,null
Ξουβλί,Σουβλί,sing.N
Ξουβλίδα,Μυτερό κομμάτι ξύλο.,sing.F
Ξουβλίθρα,Μυτερή άκρη ξύλου.,sing.F
Ξυγκερνός,Αυτός που έχει πολύ λίπος.,sing.M
Ξυλάγγουρο,Ένα Χορταρικό.,sing.N
Ξυλάκι,Σπιρτόξυλο,sing.N
Ξυλοκοπιά,Εργολαβία – Εργασία με το κομμάτι.,sing.F
Ξυλοτόρκι,Ξύλινο στεφάνι βαρελιού.,sing.N
Ξυλοφάης,Ροκάνι ξυλουργού.,sing.M
Ξυλόγατα,Ξύλινη φάκα για ποντίκια.,sing.F
Ξυλόκοτα,Μπεκάτσα,sing.F
Ξυνάδα,Λουλουδάκι σαν την καμπανέλα που τρώγεται.,sing.F
Ξυνίτας,Ξινισμένο κρασί.,sing.M
Ξόδι,Ξωτικό,sing.N
Ξόπλη,Δάκρυ,sing.N
Ξώπολη,Προάστιο,sing.F
Ογνίστρα,Το τζάκι.,sing.F
Ογρός,Υγρός,sing.M
Οκιάλια,Ματογυάλια,plur.N
Οκιάτα,Ματιά,sing.F
Οκουπάδος,"Απασχολημένος, πλήρης.",sing.M
Οκτωβρίνια,Λουλούδια που ανθίζουν τον Οκτώβριο.,
Οκτωβρίνια,Λουλούδια που ανθίζουν τον Οκτώβριο.,plur.N
Ολεμεμιάς,"Ξαφνικά, μονομιάς.",
Ολούθε,Παντού,null
Ολόντρετος,Γύρω – Γύρω.,sing.M
Ομπία,"«Κόλλημα», Έμμονη ιδέα.",sing.F
Ομπλιγάδο,Δωμάτιο προσπελάσιμο μέσω άλλου δωματίου.,sing.N
Ομπλιγάδος,Υποχρεωμένος,sing.M
Ομπλιγάρω,Υποχρεώνω,null
Ομπλιγάρωμαι,Υποχρεώνομαι,null
Ομπλιγατσίον,"Υποχρέωση, Οφειλή.",null
Ομπλιγός,Υποχρεωμένος,sing.M
Ομπολίνα,Κουτή Γυναίκα.,sing.F
Ονειροπλάκωμα,Εφιάλτης,sing.N
Ονόρε,Τιμή ενός ανθρώπου,sing.N
Οξοθιός,Τάχατες - δήθεν,null
Οπστάντε,Καλώς ήλθες.,null
Οπωπώ,Επιφώνημα εκπλήξεως.,null
Ορά,Ουρά,sing.F
Ορέγομαι,Μου αρέσει.,null
Ορίζω,Διατάζω,null
Ορίτσικας,Η ρίζα της ουράς.,sing.M
Οργιά,Μονάδα μήκους ίση με ένα μέτρο.,sing.F
Ορδίνι,Καλλιεργημένος κήπος.,sing.N
Ορδίνο,Διάταγμα,sing.N
Ορδινάριος,Τακτοποιημένος – κανονικός – καθώς πρέπει.,sing.M
Ορδινιά,"Τάξη , διαταγή, παραγγελία.",sing.F
Ορδινιάζω,Τακτοποιώ,null
Ορμινεύω,Συμβουλεύω,null
Ορνικιά,"Ειρηνική, φιλήσυχη, υπάκουη.",sing.F
Ορνικός,Ήσυχος – πράος.,sing.M
Ορντινατσιό,Υπηρετικό προσωπικό,sing.N
Ορτικάρια,Ακμή - σπυράκια,sing.F
Ορτικάρια,Δερματοπάθεια,sing.F
Ορτινάτσα,Υπηρέτρια,sing.F
Οσοδομοκεί,Εν τω Μεταξύ.,null
Οσπιτάλι,Νοσοκομείο,sing.N
Οστριασμένος,Πειραγμένος από τον καιρό (όστρια = νοτιάς).,sing.M
Οστριογάρμπη,Νότιος προς δυτικός άνεμος.,sing.N
Οστριός,"Έντομο σε μέγεθος μύγας, τσιμπάει και ζει τους θερμούς μήνες του καλοκαιριού στα χωράφια.",sing.M
Ουζάδος,Μεταχειρισμένος,sing.M
Ουζο φρουκτάριος,Επικαρπωτής,sing.M
Ουμπία,Μία περίεργη ιδέα.,sing.F
Οφίτσιο,Γραφείο.,sing.N
Οφίτσιο,Αξίωμα.,sing.N
Οφιτσιάλος,"Γραφιάς, υπάλληλος γραφείου.",sing.M
Οχιά και μονομερίδα,Απάντηση σε ένα ανεπιθύμητο όχι.,null
Οχτιά,Ανάχωμα,sing.F
Οχτωβρίνια,Χρυσάνθεμα,plur.N
Οψιμέλι,Όψιμα ώριμος καρπός.,sing.N
Ούβια,Γυναικείο μαντίλι για το κεφάλι.,sing.F
Ούζο,Συνήθεια,sing.N
Ούθε-Ούθε,Όπου-Όπου,null
Ούλτιμο,Τελευταίο,sing.N
Ούρα (τον βάλανε στα),Γιουχάϊσμα,null
Ούρλα,"Φωνές, ουρλιαχτά (κυρίως στη Λευκίμμη).",sing.F
Ούσι-να,Επιφώνημα για την απομάκρυνση του γαιδάρου.,null
Ούσιου,Επιφώνημα για την απομάκρυνση ζώων.,null
Πάγα,Πληρωμή,sing.F
Πάγανα,Καλικάτζαροι (Παγανισμός;),plur.N
Πάγανα,Καλικάτζαροι (Παγανισμός;),plur.N
Πάγκα,Πάγκος πωλητού.,sing.F
Πάκο,Δέμα,sing.N
Πάκτος,Αγροτική μίσθωση.,sing.M
Πάλκο,Ξύλινη εξέδρα,sing.N
Πάλμο,"Βενετσίανικο μέτρο μήκους ίσο με έναν αντίχειρα (2,9εκ).",sing.N
Πάλος,Πάσσαλος,sing.M
Πάνα,Πέτσα – Μεμβράνη,sing.F
Πάντζα,Κρέας χοιρινού από την κοιλιά,sing.F
Πάρκο,Ξύλινη εξέδρα,sing.N
Πάρλα,Φλυαρία,sing.F
